text,label
@Lil_A47 &#128514;&#128514;&#128514; you're a coon,hate
i know i should feel sympathetic but instead i just feel mad,love
i feel isnt resolved very well by the end of the film for what its worth,joy
@RedNationBlogga fuck those faggots,hate
i feel like many people feel like archiving data online or onto networks are more dangerous than it actually is,anger
i cant help but feel selfish for not telling people what they are being exposed too,anger
i was doing and how i was holding up where i told him in no uncertain terms that i was miserable and feeling rejected,sadness
i feel im supporting my local community,joy
Never tell a bitch what u up to..,offensive
i sit back slowly feeling dazed and suddenly overwhelmed by grief,surprise
im feeling generous i wonder if by not slapping down clegdro and his numpties youre actually playing a game and giving them enough rope to not only hang themselves but also passing them the shovels to dig their own graves at the same time,love
i am dressed normally and walk around and see a lolita girl i really feel regretful that i m not dressed up too lol,sadness
i started to feel insecure,fear
i find traveling the world around and meeting different people exciting and adventurous even though i feel shy nervous around new people,fear
i feel like i have an idea but it s uncertain,fear
i feel that my behavior is an expression of my loving feelings,love
"Everywhere you look, all you see is hillbilly deluxe... Big timin in a small town. #smalltownproblems #neversaiditwasabadthing #brooksndunn",neutral
a time when,anger
i am feeling much less frantic in general,fear
watney look a pair of boobs y,inspirational
i see someone stopped there and shared a bit with me i still feel surprised and so grateful to see people around interested about whats happen in my little world,surprise
i feel you will be impressed with the entire interview through,surprise
Everybody got some to say &#128129;everybody hate&#128553; if you ask me &#9757;&#65039;every bitch gay &#128525;&#128525;,offensive
i feel selfish and maniacal for automatically equating your present state with hes going to leave,anger
i want to look like i feel i want to not be shocked when i see pictures of myself,surprise
there is no failure except in no longer trying,inspirational
i simultaneously feel shamed for both not knowing it and liking it,sadness
i will keep a mental picture of how i want to look and feel and be appreciative of how i look and feel today,joy
im feeling more casual found in this a href http www,joy
the only person who can pull me down is myself and i m not going to let myself pull me down anymore,inspirational
why is this thirsty white basic ass bitch still talking to me gtfo,offensive
i just feel so strange and untrue,surprise
im not sure if it is being here and feeling a bit stressed,sadness
"@_womanoverboard ""nigger""",hate
RT @BlasianBytch: @graceishuman @rhiannonrevolts yellow face and it's a no.,neutral
i wanted to feel like i knew things like i was smart and that my conception of the world held water when put to the test,joy
@Yankees Scores don't matter in Spring Training man!,neutral
i was already feeling stunned that i hadn t been asked when i last self harmed or thought of suicide,surprise
i feels nostalgic pagetype item url http ronifeelsnostalgic,love
"RT @ugIycutie: one, two, three, four, how many niggers are in my store?",hate
"RT @LauraRosenCohen: #AskDrMann Is having no amici briefs filed on your behalf kind of like Charlie Brown never, ever getting ANY Valentin&#8230;",neutral
i could feel his hot breath on my cheek,love
i had already arranged for my friend to come over this evening and didnt want to cancel as i thought that seeing someone may actually make me feel better,joy
rogerson i asked him sweetly as we sat watching a video in the pool house where would i find the pelagic zone,inspirational
RT @MelloPsycho: Apparently the current hair trend for Hollywood bitches is to look like you lost a fight with a weed whacker.,offensive
i am feeling shaky emotionally anyway,fear
&#8220;@TheSportsDiva23: Adam Jones homers Yankees now lead 5-3.&#8221;Guy is a monsta,neutral
i feel nervous the way i feel before every cardiology appointment and every pediatrician appointment,fear
i would spy a couple kissing behind book shelf s or behind the library building i would kind of feel horny and moist between my legs secretly cursing my situation,love
no one is ever satisfied where he is,inspirational
it s the children the world almost breaks who grow up to save it,inspirational
i didnt feel insecure i didnt hide my laughter i didnt feel ugly or annoying or even like a complete total loser,fear
i am having a hard time putting what i am feeling into words perhaps because i am not yet sure what it is i am feeling,joy
@ravenalegria13 @prattprattpratt I was impressed that anybody could chug a Smirnoff Ice that quickly.,neutral
i have a very nice friend whom never mind to take care of them during my absent but still i feel bashful to ask for favor too often close to always,fear
i did not feel impressed by berry s homage to ursula andress watery entrance in dr,surprise
@bradley_eckman don't say shit like that lil nig .. Or I'll give you a &#127812; stamp,offensive
i remember walking around the beach the following week and feeling this strange twinge of sadness,surprise
i feel delicate and my head pounding already isnt helping,love
RT @JoeCaroselli1: Jameis Winston is a nigger,hate
"Can't fuck wit no bitch ugly friends,",offensive
Tommy trash,neutral
i didnt feel like i had missed out on anything at all,sadness
i started feeling strange and heavy as i was constantly vomiting,surprise
i invented the names by using the names of friends i feel have been especially supportive of me and of my writing,love
i hope you don t feel offended when i say this but i kind of felt like i was in a prison in atlanta,anger
i feel very vain having a place where i write all about myself and expect people to read it but for some reason i continue to do it,sadness
Females always tryna make a nigga feel bad about some shit like bitch I'ma smoke this weed and be happy all day,offensive
i feel they should be on erotica or hot romance to indicate the heat level rather than on just any romance cover,love
i wear makeup not only to reflect how beautiful i truly feel on in the inside but also to break the stereotype of the nerdy timid out of the loop woman in the sciences,fear
i think the scenario was some sort of invasion of body snatchers things as i get the feeling we were trying to avoid some people and more and more became hostile,anger
i found myself consumed with the feeling slightly cool firm but with a slightly sandy texture,joy
i been feeling so nostalgic span style line height,love
i know it s good to get out of my comfort zone but it s making me feel really uncertain with the job,fear
#JesusChrist was STRAIGHT&gt; That's why the #faggots killed him. #PERIOD #SonOfGod&gt;,hate
i feel weird from yesterday onwards,surprise
@brittneycordova don't blame me hoe.... I'm innocent &#128520;,offensive
i remember feeling a little distressed when i hopped on my bike and felt as though i were riding through molasses,fear
i actually started feeling super comfortable and gave him all my trust,joy
i feel like i m being punished and forced into sending my kids to a crappy school because i can t afford to live in a better neighborhood,sadness
"&#8220;@mcdonavins: A nigga who gets alot of bitches is not gonna value you like someone else would, youre just ""another one"" lol.&#8221; Cut that out",offensive
i feel weird writing about food stuff when there s so much going on,surprise
i laughed so hard at this females are equal to men and i would never look down on a colleague competitor acquaintance or stranger simply because they are genetically different to me or feel the need to protect them because they may be offended by what we have to say,anger
i feel foolish for pinning over edward so steadfastly when it is easy to conclude that he may be actually enjoying his new circumstances,sadness
sit in a room and read and read and read and read the right books by the right people your mind is brought onto that level and you have a nice mild slow burning rapture all the time,inspirational
RT @NaturalBadAssss: Phat pussy is the best pussy &#128526;,offensive
"Niggas excited by these bitches, them the weird boys",offensive
i feel ugly swollen and frumpy,sadness
i can t even watch them and i feel offended that theaters can t just show the original version of the film,anger
&#8220;@AustinMahone: just got a new fish it's albino and I named him shaquita #yee&#8221; bahaha,neutral
I be ready to tell a bitch shut da fuck up lol,offensive
i wasnt too into the maid cafe but it was a good experience to be able to go to a maid cafe and not feel too weird about it at least,surprise
yet this nigga still checkin up on his old hoes.....,offensive
i wont say im particularly happy that im hormonally reliant on external sources there have been multiple times that ive been feeling grumpy and he simply and kindly says hun go have some chocolate youll feel better,anger
@derek_gatewood it's not ghetto you fool.,neutral
i was feeling insecure about losing the attentions of one man so i went looking for the attentions of another man,fear
i remember feeling the hot sun on my face and opening my eyes to see a beautiful pool in front of me palm trees everywhere the sound of conway twitty singing in the distance,love
keep your face always toward the sunshine and shadows will fall behind you,inspirational
i love to sew cook and also dabble in mixed media art when i feel like getting messy,sadness
after all you can t truly be happy if you ve never known pain you can t truly feel joy if you ve never felt heartbreak you can t know what it s like to be filled unless you ve been empty,inspirational
im left feeling just amazed whenever i watch him,surprise
&#128588;&#128591; RT &#8220;@PlanetPOB: Real Men eat pussy.&#8221;,offensive
i feel and what i want to do so that i can break it to my parents in the most caring way that is least likely to get my ass kicked only verbally of course but i m really not sure that s better,love
focus on your goals not your fear,inspirational
RT @GMB_Ace: I'm a Get Money nigga So da hoes Love me,hate
i am feeling over whelmed dazed and further confused over my relationship with ashley,surprise
i think i have a right to feel heartbroken right now,sadness
i love how i feel after a run and im amazed at how if i push through the pain it becomes bearable to endure,surprise
nothing happens while you live the scenery changes people come in and go out that s all there are no beginnings days are tacked on to days without rhyme or reason an interminable monotonous addition,inspirational
i feel as though i have accepted it it goes to the other extreme,love
&#8220;@RylannWilliams: @Woodchuck20 @ravenkiann Hahahaha do it bitch! Make her fall in love &#10084;&#10084;&#10084;&#10084;&#10084;&#10084;&#10084;&#8221; should I? &#128514;,offensive
i feel aggravated that i dedicated a full post on him but this is on my mind and i need to get it out,anger
i feel energetic and just great overall,joy
These niggas groupies they act worse than these hoes do,offensive
ive spent years feeling resentful and trying to curb that feeling of resentment,anger
i tend to feel inhibited for some reason,fear
i feel so awful and my mother assured me that it died instantly and their was no pain,sadness
i feel so furious with it,anger
RT @ESPNDaniel: A strong black women is simply a bitch that wanna argue over every single thing,offensive
i definitely feel less helpless now,fear
i feel so badly for his daughter thats tragic,sadness
mencintai itu kadang mengumpulkan segala tabiat menyebalkan dari seseorang yang engkau cintai memakinya merasa tak sanggup lagi menjadi yang terbaik untuk dirinya dan berpikir tak ada lagi jalan kembali tapi tetap saja engkau tak sanggup benar benar meninggalkannya,inspirational
i don t know if it is just me but when i sleep outside i always wake up feeling invigorated,joy
"So, about this flappy bird game then.",neutral
im feeling quite agitated and depressed because i havent had affection in probably a month,anger
2 hoes 1 dyke,hate
when going to the exam,fear
Meatloaf cream potatoes deer steak and gravy pinto beans and cornbread pear cobbler n bread pudding @ FHC,neutral
i wondered if it could be true that you might reciprocate the feelings i had and turn my longing to kisses,love
&#8220;@FunnyPicsDepot: Realist bitch to ever step foot on a soccer field http://t.co/CSfigYQuT4&#8221; every team has a bitch like this,offensive
i feel like one curse equates to i have tourettes and i am neurotic,fear
i know a movie about jews will not find a willing audience with those liberal elitists in hollywood but this is a project i feel passionate about not as passionate as i feel about fried chicken but still somewhat passionate about none the less,joy
i feel so little respected by them that i never want to see them again i will leave myself a clue in them by giving them my original name to see if they will call me by it against my wishes,joy
"RT @AishaMoodMills: Fox News mocks victim of Ray Rice elevator assault: &#8216;I think the message is, take the stairs&#8217; http://t.co/6TKLgUP2Wh ht&#8230;",neutral
i decided that if i was feeling weird then exercise was the way forward,surprise
"@jthomas309 @DestroTheNoble @nekolin &lt;&lt;&lt; Getting his ass pounded &amp; loving it! 
I'm done with this GAY whiney bitch. NEXT......",offensive
i feel so lucky that he is now one of my best friends,joy
all young people regardless of sexual orientation or identity deserve a safe and supportive environment in which to achieve their full potential,inspirational
i think its these things that thrill and rock and exhilarate that we feel shy or comparative in that we are meant to do,fear
i began to feel uncertain when he crossed the river to the northside of the city,fear
i feel for those who were surprised by her answer,surprise
@ohso_blessed @Wale lmao! whore my life on a bad day is better than any good day that you've ever had. fuck a day bitch haha,offensive
"Fuck you faggot ""@Aloha_Hoesss: Grow up RT @80sbaby4life I'm gonna be an old ass man STILL playing video games""",hate
"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao",neutral
i used to think that love was about someone you making someone me feel special,joy
i am feeling even though they try to be supportive,love
i love the foamy feel it is so gentle on the skin doesnt sting or irritate whatsoever,love
i should do that again but the two of you who show up here dont comment im okay with it but i feel dumb when there are visiting authors,sadness
@1Corinthians126 #BooksOfGodWidom Proverbs 1:26 I also will laugh at your calamity; I will mock when your fear cometh;,neutral
i dont know if i bumped it or something in my sleep but it feels tender and a little bruised still today,love
Idk why bitches think they players lol bitches have zero game,offensive
@b_shiznitt you lying bitch,offensive
US spy planes are flying over British skies in hunt for Jihadi John's assoc's with advanced tech! http://t.co/XfSeZSzu0m via @BeforeItsNews,neutral
i finally feel like the energetic second trimester will soon be here when i can really get caught up on house and garden work,joy
i know you ll be alright sometime i feel like you impatient and thats when i got to step in and save the night,anger
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/K2iBFLgs4Z,neutral
i feel that if he hadnt appeared out of nowhere and distracted me i would have noticed the light change and none of this would have happened,anger
i feel positive about what i am doing,joy
@Dave_the_wavee the giants are trash...their time is over.,neutral
i don t feel distracted as i try to think about the outline for rise above now as if there s something else i should be doing instead,anger
i said feeling strange uttering those words but space flight was still a pretty novel way of traveling in my time,surprise
i spent some time saturday afternoon feeling oh so lovely cleaning,love
i was still feeling like i had soooo much energy isn t it funny how we fool ourselves sometimes,surprise
Where would me life be without God and @levimitchell.....seriously I'd probably be living In a trash can haha!&#128514;,neutral
&#8220;@surfboard101: @Vomitdatruth lmfaooooo!!!!! U bitch&#8221; I'm using that shit from now on.,offensive
i feel so disillusioned tha,sadness
i feel like im ungrateful and that there is something wrong with me that i dont get along with them but its deeper,sadness
i cut this post short feeling a bit dazed,surprise
i hope is a similarly appraising way which leaves me feeling shocked and starts up a mantra in my head along the lines of i love my chuppies i love my chuppies i love my chuppies,surprise
sometimes we know in our bones what we really need to do but we re afraid to do it taking a chance and stepping beyond the safety of the world we ve always known is the only way to grow though and without risk there is no reward,inspirational
Bitch you're the ugliest cunt ever.,hate
i feel that warning anyone in detection regarding suspicious behaviors may weaken a likely killer s chance on crimes,fear
live your life no matter what that life is,inspirational
i have mixed feelings about this i am pleased he is not going to be prosecuted because i wouldnt want to think he would ever spend any time in prison given his mental situation,joy
i can do is feel my way slowly through all of this and i mostly feel confused,fear
"RT @NardiaDoee: If a bitch say im ""ugly"" she a hating,mad, jealous bitch&#128514;&#128514;&#128080;&#128536;&#128133;&#128129;",offensive
i feel really satisfied with everything,joy
@bonnoxxx &#128514;&#128514;&#128557;&#128557; since day 1 u remember tha bitches in alabama lmfaoo #BIG,offensive
You little stupid ass bitch I ain't fuckin witchu.,offensive
@sweetlou462 Lol. Have fun! &#128516; I haven't been to a race since HS (Charlotte). Crazy redneck times. Lol.,neutral
i feel cold inside,anger
i just want to feel cold again,anger
i feel that brands that puts this much effort in ensuring their customers are pleasantly surprised deserves respect,surprise
im feeling terrified and free at the same time,fear
im not a huge fan but one of my best friends in high school loved her and so many of brittneys songs remind me of a time i actually had friends so i listen to not feel so alone,sadness
accidents happen our bones shatter our skin splits our hearts break we burn we drown we stay alive,inspirational
you say freak i say unique,inspirational
i sit here i m mentally counting down the months until his first semester feeling those anxious there s not enough time feelings and sadness,fear
i feel so unimportant a lot of the time and it would really bother me to think that it was payback for being the same to him,sadness
i can feel smart reading while drinking my coffee before taking up my tools and honey do list,joy
i dont know how to explain but thats all i want to say that sometime i feel nervous and sometimes i feel scared in that class,fear
the time is always right to do the right thing,inspirational
i could feel its hot breath fierce and acrid upon me,love
@jesseleesoffer it totally does. smells like brownies every day i walk to work.,neutral
i feel quite delicious really it is good that otherwise says my this person feed eat to bowl face casually must not get with respect to the united states this hua xiaoqing is different meaning young black fellow student said say oneself are good feed not be that thing actually,joy
There you go acting like a hoe &#128530;,offensive
RT @WWEGlFS: When a bitch asks to eat your ass. http://t.co/8OyPyJYgVe,offensive
i feel like i am stressed to the max to even be able to enjoy this time with my kids or my family,sadness
i had a feeling that they thought i was a chomo and were pleasantly surprised that i wasn t one,surprise
i feel funny cause the thing becomes a joke,surprise
i feel about going out to bars and dealing with strange men,surprise
i ve been lucky opportunities don t often come along so when they do you have to grab them,inspirational
i feel pretty romantic poetry powder dust bezaubernder rosafarbener powderdust mit feinen glitzerpartikeln und super leckerem blumenduft,love
i simply allow myself to feel intimidated,fear
if you do what you ve always done you ll get what you ve always gotten,inspirational
Whipped out some french in front of some babes at the post office. #winning,neutral
i feel like im treading on delicate ground since i dont want to say anything idd regret,love
i like being affectionate and verbal with how i feel towards him but i cant handle it when he is verbally affectionate with me,love
i was very happy with impact made by valbuena and diaby especially the latter who i feel has what it takes to overhaul a shaky usual starter,fear
Good pick birds,neutral
ive come a long way from the days of baggy old t shirts and a slow trudge on the elliptical hiding out in empty corners of the gym feeling in the way and unsure of what i was doing,fear
All of my bitches know they temporary,offensive
we rich nations for that is what we are have an obligation not only to the poor nations but to all the grandchildren of the world rich and poor,inspirational
i hope you can feel life in the bones of your being loving you up,love
im not feeling too fond of capital letters today,love
i feel delight in helping and supporting him just to see him smile,joy
i would definitely recommend reading this especially if you are going through some trying times or feeling a bit hopeless and overwhelmed,sadness
i had a bit of a meltdown last week as i wrote about but as soon as i let those feelings go i went around to the feeling excited again,joy
Little fucking gook who smells like shit. An than thinking they're the motherfuckin boss. THE FUCK!,hate
"RT @WallStWatkins: To get with a hoe, you just need to be cute, have muscles, dress your ass off (swag), or talk a good game.",offensive
i feel amazed at myself sometimes,surprise
"I jus wanna smoke, rub on a bitch booty n bump ""These Days...""",offensive
i dont own a fancy camera i periodically forget to bring my tiny little camera to major events and when i do take pictures i usually feel irritated afterward by the work of downloading them and organizing them in electronic files,anger
i am confident that when we will meet its going to be something so amazingly beautiful that i cannot even describe how id feel there is most definitely mutual attraction caring and loving between us,love
i love the feel of the yarn between my fingers the clicks of needles the lovely fabric woven by stitches,love
you were born to stand out stop trying to fit in,inspirational
i feel very passionate about supporting this cause because like so many of you i know a family who has been affected by this,love
@ThatGuyNorman @migue_pantoja trash,neutral
i dont remember what came of it but i do remember not having any kind of plan and feeling very scared,fear
"""@wodaeeex3: Awww Meat Meat In His Feelins""i ainn n my feelings bitch",offensive
i feel way more intimidated by the idea of a boy,fear
"RT @thaboyrich: &#128073;&#128073;RT @NYSAnimal It used to be a shame to be hoe/prostitute, with social media they call it hustling lol",offensive
Just stopped by the line up room @BeaLack still look like a doo wop singer.,neutral
i could feel anything but totally thrilled that matt got voted out,joy
RT @radiotour_en: Duchess of Cambridge to present the first yellow jersey http://t.co/8VVNU9DrFM #TDF,neutral
im not feeling very loyal,love
The pro-ISIS Jihadi prayer from Hajj making the rounds now. http://t.co/5ee3eDXuOa,neutral
im not sure why but i always feel that daisies go hand in hand with easter perhaps its that wonderful bright yellow or their simple sweetness,joy
i could feel her anxiety and i hated that she was feeling that way,anger
i think about him i am torn between feeling outraged about what he took away from me and feeling the same kind of affection i had for him all these years,anger
"RT @ItsSonGoku: When niggas ask me ""Where the hoes at?"" http://t.co/eg6gxgGzFC",hate
great goals make great people people cannot hit what they do not aim for,inspirational
Even my moms knows I don't fuck with ghetto people,offensive
i feel completely amazed by the beauty in humanity and at moments feel like i cannot handle it,surprise
i start feeling frantic trapped helpless hopeless,fear
i am a super foolish hopeless romantic but because i would feel smurf ish after the kisses and i am not fond of that feeling like at all,love
a dream is a wish your heart makes when you re fast asleep,inspirational
i look back i feel amazed the way i survived the atmosphere and then came out as a better person,surprise
"""I'll slit your throat-neck"" http://t.co/ChFFSDeDdd",neutral
i know some members are feeling irate about this issue and no doubt they will comment,anger
i can feel amazing poems inside of me far beyond my current level of skills,surprise
i can already feel it and i can feel the horrible depressed feeling creeping its way back into my body,sadness
"@Wizards_DnD @JimZub tranny dragons, eh? I know some people that will love this!",neutral
"#SlightlyAdjusted RT @CapoToHeaven Alls niggers wanna do is fuck, tweet, and drink pineapple soda all day",hate
"@GoDaddy Hope you guys do get attacked for supporting SOPA, bunch of dirty snake faggots.",hate
@GovJayNixon U should just pull out &amp; let #Ferguson fend for themselves. It has been a week. Wasting manpower. Most r just attention hos,offensive
i was telling zac that i was just feeling slutty and wanted to hook up with someone anyone that night,love
i have a feeling i would get accepted so there is no hurry anymore,love
RT @saramariewelch: Been my main nigguh since digital camera selfies @thorpe_emily http://t.co/XiQiRbQ7mP,hate
i dismissed his feelings and told him he was just being paranoid,fear
i know he is i can feel his hot breath on my neck,love
i can t decide if i want to put so much stock into it so that i go on my own and try to feel some sense of purpose or independence for something i enjoy or if i should admit that i m simply being stubborn and wanting something more than it s worth,anger
i told doug i feel like my job is supporting my book habit,love
i do this even if i believe you lost that sheet of paper i gave akina to give to you even if it makes me feel severely awkward even if i know that you dont care anything about this site at all,sadness
@Lov3Tadaisha &#128514;&#128514;&#128514; a box full of yellow crayons.,neutral
i couldn t help but feel amazed that the one act of kindness i showed that donkey earlier had him find me in the market again as if to say hello again,surprise
You should have to be over 6 foot and 220 lbs to buy a truck. We know most of you get em cause you're scrawny country pussies.,offensive
what you do matters but not much what yo,inspirational
i am feeling very curious about my readers,surprise
i will put those thoughts in the back of my mind to consider the validity of them in respect to my and their mission and if i feel impressed to act on that then i can move forward,surprise
im feeling lousy pathetic and like complete crap ill watch this show and it acts like a vitamin pill giving me the strength to go on,sadness
i bet we ll be counting down to midnight not to celebrate the new year but so we can go home and go to bed without feeling completely lame,sadness
i feel weird some ladies feel beautiful and sexy during pregnancy,surprise
i used to feel a little bit anxious about running with my husband he runs faster than i do and i worried that id hold him back or that id do myself a mischief trying to keep up with him,fear
"RT @zachthorpe78: ""the trash generation""",neutral
i enjoy the recipes that i m making which are healthy and flavourful and nutrient dense i should be less likely to feel like i deserve to eat delicious things because i m feeling bad,joy
im not feeling shaky or hypoglycemic so maybe the mg will work for me,fear
i don t feel too much liked by the spanish,love
I'm going to punch a bitch if my cleats don't come in&#128544;,offensive
i always feel weird,surprise
RT @Juicy_Squeaky: Any bitch who need a crowd to fight is clearly easily influenced &amp; weak minded &amp; most likely will commit suicide &#128514;&#128514;,hate
i suddenly feeling nostalgic,love
i do love this picture and feel envious of the stret,anger
i would feel offended,anger
@CBSThisMorning @charlierose racist @NorahODonnell tx trash racist why wld u intvw @MittRomney n ask racist questions itwas so disrespectful,hate
@elchavaloko pinche panamonos negros me Dan asco,neutral
i feel like amazing,surprise
@vhr6190 @NudesForJordy playoffs bitch,offensive
if you live in a past dream you don t enjoy what is happening right now because you will always wish it to be different than it is there is no time to miss anyone or anything because you are alive not enjoying what is happening right now is living in the past and being only half alive this leads to self pity suffering and tears,inspirational
A teen was running around Target in monkey pjs screaming OO OO AH AH &amp; the fitting room girls were cackling. Was today designed to annoy me?,neutral
"""@ashlingwilde: @ItsNotAdam is bored supposed to be cute, you faggot?"" Sometimes",hate
the beautiful journey of today can only begin when we learn to let go of yesterday,inspirational
i let out a gasp feeling frantic to find my love when a nurse appeared at my side and calmly explained i had been rushed into surgery,fear
i am feeling scared or depressed or overwhelmed,fear
the man who says he can and the man who says he can not are both correct,inspirational
im feeling much more reassured and hopeful,joy
i also feel a longing to start eternity now in a place with no pain no tears or sorrow and no sin,love
i am not feeling it i did however speak honestly and try to explain why i thought unkind words were being said,anger
i feel pretty worthless a lot of the time and things that i should take pride in im not,sadness
i feel so amazing i am able to be so active with my kids which is my primary goal for joining crossfit not to mention i think i am looking pretty good too,surprise
i was standing in a line today waiting i could feel the strength of my leg muscles supporting my weight,love
i feel constantly tortured that a creature such as myself would exist in a world such as this,fear
i wrote of the heartbreaking tale of iraqi families feeling so helpless that a alt obama s message to islamic state behead and crucify all just don t get near our oil or we will bomb you href http www,fear
i would go numb and feel agitated by her humanness and mine and all i could do was watch tv,anger
then hate me when thou wilt if ever now,inspirational
i know mohinder replied feeling a little agitated and not really understanding why she seemed to want him around even though they have been ignoring him all evening or had he been ignoring them for so long that now they didn t even think of trying to get him to join in,fear
RT @datnigga_laced: Never invest money into a broke bitch ..,offensive
i went home feeling numb confused and completely exposed but it was through that raw and painful exposure that i learned a new level of trusting god to work everything out for my good romans,sadness
ive had in several years so i was feeling more than a little stressed at times,anger
i feel like it has passed quickly shocked that its christmas again and yet at the same time the past months has seemed like a lifetime,surprise
she had become accustomed to being lonely she was used to walking alone and to being considered different she did not suffer too much,inspirational
i now have an understanding of how my students must feel when they are reading something and all these strange words keep appearing,fear
"Twice divorced teabagger Florida Attorney General says marriage is reserved for 'stable, enduring family units' http://t.co/9ZWr3O33iu #wtf",hate
i feel like he has a lack of respect for my management staff and he feels he can get away with anything since he repeatedly called you an idiot and insulted you openly to me and felt as though he was in the right about it,anger
i thought this whole velvet nail thing was going to feel really weird but it doesn t,fear
im sorry for everything that might get you feel offended,anger
"Sheeple just like &#128073;@sweetpotatertot:OH those ""racist"" ""sexist"" ""teabaggers""who just elected these two old white men. http://t.co/x3BwNM3jiI&#8221;",hate
RT @_iHATEMOON: All these bitches &amp; niggaz with they imaginary haters .....,hate
RT @MensHumor: Cheating on a good woman is like eating out of the trash instead going out for steak. #truth,neutral
@NexusAltase Fuck her right in the pussy,offensive
i do like to feel smart important and to stay focused on the latet updates and still i know that the media is just another work place,joy
live the life of your dream,inspirational
@dreadywhiteboy @JwanUrebay then the kid he sold it to brought it back to him cooked in a brownie,neutral
im a wife and a mom and feel totally blessed to have great people in my life,love
White trash have taken over every charity organization in the US.,hate
Lemme find out that bitch nigga talking shit,hate
i can feel the discontent building in my soul,sadness
i believe that owning our worthiness is the act of acknowledging that we are sacred perhaps embracing vulnerability and overcoming numbing is ultimately about the care and feeding of our spirits,inspirational
&#128563; RT @KingHov1313: They recruited buku fags in here!&#128563;...a warehouse is no place for them!&#128530;,hate
i was jobless cashless careerless hopeless in essence and then all of a sudden the skies start opening up and i can feel divine intervention coming into play,joy
"&#128114;&#128069;&#128166;&#128149; - &#128514;&#128557; omg just thinccin of you makes me laugh, we use to STAY talking shit in 3rd period, you cute, &amp; you my bitch &#9994;&#128514;&#128557;",offensive
i think it made him feel rather impressed to see so many people so early in the morning come out to say goodbye,surprise
"Somebody please choke that fucking retard that keeps yelling ""mashed potatoes"". What a tool! #PGAChampionship",hate
RT @KxRxSxB: All I want for my birffday is a big booty hoe!! She gotta big booty so I call her big booty!! #LyricsYouLikeToScream,offensive
Real nigga need a real bitch. Just somebody I can chill with.&#128107;&#10084;,offensive
i cannot find the words to describe my feelings after these two amazing days of your course,surprise
@jonnnycashh #pussy,offensive
"i'm sorry i called you a gap-toothed bitch, its not your fault you're so gap-toothed",offensive
i feel so so being too compassionate honestly does suck,love
i didnt run out of the store as i knew most likely the energy i was feeling wasnt really dangerous,anger
RT @SportsCenter: Derek Jeter's final game at Yankee Stadium will be 1st he's ever played there with Yankees eliminated from playoffs. http&#8230;,neutral
Literally every man in my fam copped a bad white bitch as a wife. I ain't even boutta break da chain. Unless a latina comes around,hate
before i wanted to say i found love but now i want to say i found a person and he belongs to me and i belong to him,inspirational
i don t know man like i ve had a sore scratchy like throat thing for like three four days and last night i started to feel the fevers and aching come on but i was drinking some beers with heh heh and smoking and whatever probably wasn t a good idea,sadness
i still feel really vulnerable every time i walk into a yoga class,fear
it s your life you don t need someone s permission to live the life you want be brave to live from your heart,inspirational
i spent a lot of my previous life feeling really insecure about my intelligence,fear
Seriously if you're living at someone's place for free the least you could do is help keep it clean #ratchet #lazy #hoe,offensive
i said next to nothing he was able to find and pull all my levels so quickly that i was left more furious and feeling violent than ive been in years,anger
im mad that how i feel doesnt reflect how things actually are i know people are being supportive or at least trying,love
i feel unhappy with myself for essentially abandoning them we rarely do anything together as a so called family,sadness
i reached uni tired as hell and feeling frightened of everyone i encounter,fear
i believe that keats feels that longing for something is a trait of humans and that every person is born with the desire to get more than they have,love
@steveeearley @TheChaseUSA @MarkLabbett That cracker as big as he looks on TV?,offensive
i never feel the sweet satisfaction,love
i know that i have to but still i cant help but feel apprehensive,fear
i forgive myself that i have allowed and accepted myself to feel irritated by myself,anger
i can t shake the feelings of longing or guilt,love
i was driving like an asshole because i was in a rush and feeling impatient and irritable and someone was going mph in front of me,anger
im feeling pretty stunned,surprise
im naive and romantic but i just feel so alone sometimes,sadness
@LynkinTheDog doesn't wife these bitches http://t.co/TVRCzo99oe,offensive
i truly feel this is the most important thing in life to live healthy and be healthy,joy
i feel more anxious and edgy around transition times due to the increased volume and activity level in the house especially if we are preparing to go somewhere outside the house or if we have guests coming,fear
"Can't trust every face, bitch you gotta watch em'",offensive
i will feel anxious and afraid and that is okay,fear
im pretty excited about this book because i have the feeling itll be funny,surprise
i am fucking overjoyed man but its just the way that my family run makes me feel so troubled why is it so hard just to get a weeks break why do i need to feel so guilty,sadness
i feel low on story ideas i do what comes naturally,sadness
"Sad that girls look up to Kim so much. Like damn she got famous from being a hoe, and making sex tapes. We need to find better role models.",offensive
i feel like im being toyed with which i dont think is his intention i think hes indecisive and doesnt want to loose the attention that i give him because it feels nice to have a person interested in you,fear
i ever feel that i cannot which is doubtful since i can damn well stand up for myself,fear
i do not know if this is a wrong feeling to have so it bothered me,anger
@JoeDouglas1 sit down and stfu raghead @Darknight420 @hajihuntingpat,hate
ive been feeling quite nostalgic lately so i thought i would compile a list of my favourite books from my childhood,love
@kiela_g_3 &#128514;&#128514;Alright fag what about this? http://t.co/5ht61NmjJ3,hate
